Full context	Stimulus_animacy	Construction_type	Verb	Stimulus_encoding	Participle_case
 ― Иди, занимайся своими делами!   Удивленный таким оборотом, Колтунов пошел обратно.  Смирнов, Сидорчук и Вепрев смотрели на него, отвесив челюсти.  [Даниил Корецкий. Менты не ангелы, но… (2011)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Интерн Виталик, удивлённый тем, что, оказывается, он не совсем прозрачный, раз уж красавица и умница Заруцкая знает его отчество, достойно доложился.  [Татьяна Соломатина. Девять месяцев, или «Комедия женских положений» (2010)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивлённый приёмом (я принёс ему чаю), Арсен рассказал, что живёт с родителями жены.  [Слава Сэ. Другие опусы… (2010)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Саша, немного дует, прикрой, пожалуйста, ― дружелюбно попросила мама, слегка удивленная его неутихающей прытью.  [Нина Щербак. Роман с филфаком // «Звезда», 2010] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Тогда я готов пригласить вас назавтра на breakfast, ― ответил он, весьма удивленный не то нашей осведомленностью, не то нахальством, не то с ног сшибающей непосредственностью.  [Нина Щербак. Роман с филфаком // «Звезда», 2010] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленная вопросом, а главное ― необычным тоном вопрошавшего, А. Дюпон поперхнулась, и ее колотили по спине до тех пор, пока злополучный фрагмент сушки «Столичной» не покинул горла парижанки.  [Евгений Водолазкин. Соловьев и Ларионов (2009)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Спросил, подвигав из стороны в сторону тонким розовым носом: ― Вам не кажется, что в кабинете присутствует посторонний запах?..   Удивленный таким вопросом Серпухин принюхался.   ― Да нет, вроде бы ничего особенного…  [Николай Дежнев. Принцип неопределенности (2009)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Возможно, он и сообщает, но я передвигаюсь словно в вакууме, глухой и слепой к его сообщениям, и даже приятно удивленный тем, что, оказывается это возможно.  [Мариам Петросян. Дом, в котором... (2009)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Слепой останавливается, удивленный тем, что не расслышал шагов.  [Мариам Петросян. Дом, в котором... (2009)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Уже достаточно удивленный ее словами, я еще раз придирчиво изучаю облик Черного.  [Мариам Петросян. Дом, в котором... (2009)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Андрюша, приятно удивленный нежным вкусом неприглядной рыбки, предложил зажарить ее целиком, как есть, ― зачем же добру пропадать, заметил с интернатской смекалкой; этот метод через неделю опробовали на компании приехавших из Москвы Жукиных испанцев, и потом уже корюшку в семье готовили именно так ― обваливая в муке, жарили вместе с потрохами, и так аппетитно хрустели солоноватые ломкие плавники и хвостики!  [Дина Рубина. Белая голубка Кордовы (2008-2009)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― И баба Маруся начинает рассказывать многочисленным, сильно удивлённым этим фактом Качурам, как «Шарык тую Оксану прызнав».  [Татьяна Соломатина. Большая собака, или «Эклектичная живописная вавилонская повесть о зарытом» (2009)] [омонимия не снята]	inan	long	udivit	instrumental	other
  Мама выросла в лагере в начальника планового отдела и боролась за повышение производительности труда заключенных, передала через удивленного ее успехами ревизора умную жалобу наверх и попала в негустую волну довоенных реабилитаций.  [Александр Терехов. Каменный мост (1997-2008)] [омонимия не снята]	inan	long	udivit	instrumental	other
 Как же попадает уборщица?  Удивленный чем-то сторож пробормотал:   ― Да.  [Александр Терехов. Каменный мост (1997-2008)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Светин папа так и ходил, удивленный жизнью.  [Маша Трауб. Не вся la vie (2008)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Есть грех, ― кивает Андрей Петрович, удивленный необычной развязности товарища старшего майора, и бережно наливает ему половину стакана коричневой жидкости из длинногорлой светлой бутылки, а затем подталкивает к гостю тарелочку с нарезанными ломтиками лимона ― удивительного субтропического фрукта, который сам по себе кисл и невкусен, но сообщает обыкновенному чаю замечательный аромат.  [Бахыт Кенжеев. Из Книги счастья (2007) // «Новый Мир», 2008] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― сказал тогда кто-то из удивленных моим неожиданным пылом студентов.  [Андрей Геласимов. Рахиль (2004) // «Октябрь», 2003] [омонимия не снята]	inan	long	udivit	instrumental	other
  К сведению господ, удивленных тем, что капитализм, как считают некоторые, не лучше коммунизма и наоборот.  [Юлий Андреев, Валерий Лебедев. Моральный ум? (2003) // Интернет-альманах «Лебедь», 2003.10.19] [омонимия не снята]	inan	long	udivit	instrumental	other
  Удивленная задержкой, Маркус о чем-то быстро спросила.  [Семен Данилюк. Бизнес-класс (2003)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Бр-р Никодимова, ― ответила женщина и повторила: ― Коза Никодимова.   Удивленная столь странным именем, я спросила:   ― И что?  [Дарья Донцова. Микстура от косоглазия (2003)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Олег, крайне удивленный этим обстоятельством, поехал в мастерскую и обомлел.  [Дарья Донцова. Микстура от косоглазия (2003)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленный моей просьбой диспетчер нефтепромысла ответил, что из-за шторма даже остановлен ремонт скважин.  [Виктор Пермяков. Нефтяные промыслы камского моря (2003) // «Нефтяник» (Пермь), 2003.07.08] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Да как же так!..  ― и вышла, удивленная собой.   Анатолий соскабливал с лица выросшую вдвое гуще за вчерашний вечер щетину, когда позвонил Демин.  [Валентин Распутин. Дочь Ивана, мать Ивана (2003) // «Наш современник», 2003.11.15] [омонимия не снята]	anim	long	udivit	instrumental	nom
  Самостоятельная игра нынешнего и.о. главы республики способна запутать и без того удивленных отставкой Аушева избирателей.  [Петр Акопов. В поисках преемника. Аушев опять определился с будущим президентом (2002) // «Известия», 2002.01.21] [омонимия не снята]	inan	long	udivit	instrumental	other
 «Я думаю, все упирается в турфирмы, которые недостаточно рекламируют эту услугу», ― высказал предположение удивленный нашим любопытством сотрудник службы в интервью «Известиям».  [Александр Братерский, Сара Пфаффенхофер. Не въезжают!. В России «легких виз» не ищут (2002) // «Известия», 2002.04.23] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― Муж казался удивленным тем, что с его женой могло что-то случиться.  [Влада Валеева. Скорая помощь (2002)] [омонимия не снята]	inan	long	udivit	instrumental	other
 ― пожал плечищами Батон, искренне удивленный самой постановкой вопроса.  [Николай Дежнев. Год бродячей собаки (2002)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― хмыкнул Дорохов, несколько удивленный таким поворотом разговора.  [Николай Дежнев. Год бродячей собаки (2002)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 После того как Женя ушел, простившись совсем раскованно и, вероятно, поняв, что мы никакие не журналюги из США или там Англии, а обычные русские евреи средних лет, удивленные происходящим в СССР не меньше его, а осведомленные намного меньше его, мы поговорили с Мишей.  [Марк Зайчик. В нашем регионе // «Звезда», 2002] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Кстати, об отношении ко мне Нины Максимовны я впервые узнал от самого Володи, заметно удивлённого её словами: «Может быть, он и плохой муж, зато хороший друг.  [Давид Карапетян. Владимир Высоцкий. Воспоминания (2000-2002)] [омонимия не снята]	inan	long	udivit	instrumental	other
 Примчавшаяся дама не казалась удивленной случившимся, а, напротив, входя, бросила дочке много говорящую фразу: «Опять ты влезла в такую историю…»  [Ирина Озерная. Убили Мальчика. Трагедия в московской подземке (2002) // «Известия», 2002.01.17] [омонимия не снята]	inan	long	udivit	instrumental	other
 «Да ну, просто пырнула ее ножом», ― со смешком сообщила мне доктор З.Д. Кононенко, выезжавшая на «Менделеевскую», признавшая в разговоре пациентку вменяемой, удивленная исчезновением карточки наряда, но уверенная, что конечно же, она скоро найдется.  [Ирина Озерная. Убили Мальчика. Трагедия в московской подземке (2002) // «Известия», 2002.01.17] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Филипп появлялся нежданно, без предупреждения, будто спускался странным образом из подвешенного в воздухе мира, где нет ни телефонов, ни житейской суетливости, ― и, немного обалдевший, ступал на дощатый пол в прихожей, весь умытый растаявшим снежным дождем, растерянный и слегка удивленный сам таким вполне безболезненным переходом из своей галактики в общепринятую.  [Дарья Симонова. Сорванная слива (2002)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленный таким оборотом дела заведующий ЛО ИВАН не удержался и сделал реприманд своим сотрудникам.  [Юбилей ученого (2002) // «Проблемы Дальнего Востока», 2002.10.28] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― отвечал К. М., удивленный и визитом Марины, и особенно ее торжественным видом.  [Игорь Адамацкий. Утешитель // «Звезда», 2001] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― замялся Маркин, несколько удивленный тем, что в Поти кто-то, кроме него, обладает бело-голубой клетчатой рубашкой, купленной матерью в Таллине.  [Анатолий Азольский. ВМБ // «Новый Мир», 2001] [омонимия не снята]	inan	long	udivit	instrumental	nom
 «Ну, есть», ― негромко ответил я, удивленный неожиданностью и неуместностью вопроса.  [Александр Городницкий. «И жить еще надежде» (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  В первое же увольнение в Сиднее мы с моим приятелем Олегом Николаевым, страстным собирателем морских раковин, отправились на роскошный городской пляж с тонким жемчужным песком и, несколько удивленные тем, что никто не купается при такой теплой воде, немедленно бросились в нее.  [Александр Городницкий. «И жить еще надежде» (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Дело дошло до того, что однажды вечером, когда мы ночевали у Жени, соседи, удивленные неожиданной тишиной, пришли узнать, что случилось.  [Александр Городницкий. «И жить еще надежде» (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Мы ведь маги, ― сказал я, удивленный неожиданной сменой темы.  [Марина Дяченко, Сергей Дяченко. Магам можно все (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленный большим скоплением народа (людьми был забит даже коридор перед входом в зал заседания), Кудрин высказал мнение, что работа над бюджетом должна проходить в «более комфортной обстановке» и от лица Минфина выразил готовность поучаствовать в улучшении условий депутатского обитания.  [Елена Короп. Колыбельная. Алексей Кудрин пытался усыпить бдительность депутатов (2001) // «Известия», 2001.09.17] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Спасибо, хорошо, ― удивленный такой реакцией, Горшков не нашел что еще сказать.  [Николай Леонов. Лекарство от жизни (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― воскликнула она, удивленная моим порывом, и снова поцеловала меня.  [Зоя Масленикова. Разговоры с Пастернаком (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Когда женщина уходит из его жизни, он хранит память о ней, больше ни к чему не прикасаясь, даже не раздвигая занавесок на окнах; а однажды, глядя сквозь них во двор, видит на дереве «фантастическое существо» и, удивленный тем, что бывают такие птицы, вдруг понимает: «Это по занавеске с обратной стороны ползет паук…»  [Олег Павлов. Музыка жизни // «Октябрь», 2001] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленный настойчивостью Фрэнка, американец согласился приехать в Барселону, прихватив ведущего инженера Chip Ganassi Racing Мориса Нанна.  [Игорь Постнов. Колумбийский ураган (2001) // «Формула», 2001.02.15] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Я не успел подметить, когда он спрятал деньги, ― всматривался в его лицо, удивленный внезапной плаксивостью, обозначившейся в голосе.  [Валериан Скворцов. Каникулы вне закона (2001)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  «Товарищи», пожав плечами, удалились, сильно удивленные тем, что действующий ответственный работник аппарата в разгар предвыборного противостояния, не моргнув глазом, использовал лексикон шестидесятилетней давности.  [Андрей Фефелов. Красный карнавал (2001) // «Завтра», 2001.03.15] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Спасла собака немецких кровей, но русского происхождения, ― овчарка вдруг залаяла, унюхав пороховую гарь от выстрелов, сработал сигнал тревоги, вложенный в породу чуткими и злобными предками; лай же позвал к забору хозяина, удивленного редкостной свирепостью тихого стража дачного участка, и не увидеть человека он не мог, а человек, несомненно, постарался оружие опустить в карман или уронить в сумку.  [Анатолий Азольский. Монахи // «Новый Мир», 2000] [омонимия не снята]	inan	long	udivit	instrumental	other
 ― огрызнулся Долгий.   Лизавета, удивленная неожиданной агрессивностью собеседника, оглянулась.  За ее спиной стоял Саша Маневич.  [Марианна Баконина. Школа двойников (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 А Николай Иванович вздрагивающими руками гладил детей, и, удивленные этой непривычной лаской, дети молчали тоже, только самая маленькая, Руфиночка, сияя, повторяла: «Деда, деда, деда…»  [Борис Васильев. Дом, который построил Дед (1990-2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Но, во-первых, никто из коллектива не признался, чей это чемодан, а во-вторых, когда удивленные этим обстоятельством таможенники все-таки открыли его ― из чемодана, спружинив, вылетели плотно забитые туда батоны хлеба.  [Марк Захаров. Суперпрофессия (1988-2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― отозвался Анатолий, немного удивленный печалью, проскользнувшей в тоне его спутницы.  [Максим Милованов. Естественный отбор (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Олег, удивленный такой находкой, подхватил тяжеленькую сумку и бросил ее к кабине за коробки.  [Виктор Мясников. Водка (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Олег, удивленный и обиженный таким тоном, счел своим долгом ответить:  [Виктор Мясников. Водка (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Единственным, мягко говоря, удивленным увиденным казался начальник отдела рекламы Александр Варин (сейчас президент «Авторадио»), потому что уже тогда разбирался в рекламе.  [Алексей Пугачев. Мое отношение к персонажу РМ (2000) // «Рекламный мир», 2000.03.30] [омонимия не снята]	inan	long	udivit	instrumental	other
 ― с нескрываемым раздражением спросил спикер, удивленный тем, что кто-то все-таки решился в этот вечер подойти к нему.  [Сергей Романов. Парламент (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Нисколько не удивленный неожиданной встречей, он остался у входа, держа руки в карманах брюк.  [Сергей Романов. Парламент (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― удивленный ее неожиданным появлением, он застывает в дверях.  [Сергей Романов. Парламент (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Удивленный таким неожиданным поворотом, коммерсант рассыпался в благодарностях и искренних заверениях своей преданности.  [Андрей Ростовский. По законам волчьей стаи (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Мои спутники, удивленные этим жестом, невольно сделали шаг вперед, в нашу сторону.  [Евгений Рубин. Пан или пропал. Жизнеописание (1999-2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленный его беспечностью ― пора в жизни России была неопределенная, ― я посоветовал Зимину не афишировать свои дружеские отношения с эмигрантом, тем более сотрудником подрывной радиостанции «Свобода».  [Евгений Рубин. Пан или пропал. Жизнеописание (1999-2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Приятно удивленный такими знаками внимания, Игорь Николаевич ласково погладил лошадь по гриве, умилившись еще более.  [Александр Савельев. Аркан для букмекера (2000)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 А Яков Нусимович вскипятит сам себе чаю и с осколочком кускового сахару, потому что остальной, какой есть, отдают мальчику, выпьет на глазах притихшего и удивленного таким искусством сына четыре стакана чаю, и будет впечатление, что осколок совсем не убавился, а  обслюнилось, к завтраму высохнет, и с кусочком этим можно будет еще пить и пить.  [Асар Эппель. Сладкий воздух (1990-2000)] [омонимия не снята]	inan	long	udivit	instrumental	other
  ― Пластмасса, ― повторил старый патологоанатом, удивленный милицейской эмоцией.  [Дмитрий Липскеров. Последний сон разума (1999)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Пока поймут, что к чему, уже поздно будет, ― не оборачиваясь на бегу ответила Ольга, сама удивленная реакцией мазаевских ребят на свой фокус.  [Сергей Таранов. Мстители (1999)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― нахмурился Игорь, удивленный несоответствием Вовкиного настроения текущему моменту…  [Сергей Таранов. Мстители (1999)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Они шли не торопясь, взявшись за руки, не обращая внимания на прохожих, удивленных такой фривольностью.  [Юрий Буйда. Живем всего два раза // «Новый Мир», 1998] [омонимия не снята]	inan	long	udivit	instrumental	other
 Удивленный видом и состоянием «друга», он принялся расспрашивать, что случилось.  [Иржи Грошек. Легкий завтрак в тени некрополя (1998)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Тигренок подозрительно посмотрела на меня, явно удивленная столь быстрой капитуляцией.  [Сергей Лукьяненко. Ночной дозор (1998)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Трапп, удивленный такой реакцией, дал воды и как мог успокоил рыцаря:  [Сергей Осипов. Страсти по Фоме. Книга третья. Книга Перемен (1998)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Отвечало мне поле голосом безраздельно удивленного моим приездом агронома Степана Ивановича Прошвина:  [Рустам Арифджанов. Белое и черное (1997) // «Столица», 1997.04.15] [омонимия не снята]	inan	long	udivit	instrumental	other
  Выходя из склепа, я сунул в руку сторожа пару мелких монет и ушел немало удивленным жизнью вообще и странностями психоанализа в частности.  [Петр Каменченко. Бедлам (1997) // «Столица», 1997.04.01] [омонимия не снята]	inan	long	udivit	instrumental	other
 Никого нет.  Удивленный этим, он громко воскликнул:   ― Сюда, скорей ко мне!  [С. В. Рязанцев. В мире запахов и звуков (1997)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― вспышкой подумал он, вспомнив описание старухой рябого и удивленный видом редкого уже оружия ― которого он в армии не застал и видел только у городовых…  [Сергей Бабаян. Ротмистр Неженцев (1995-1996)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Тю, ― говорила Алевтина, удивленная отпором, ― как ни назови, все одно сплошное безобразие: у семьи погибшего за их же власть героя реквизировать рояль, да не для детского, ясно, дома, а кому-то себе, себе…  [Ирина Полянская. Прохождение тени (1996)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Вернувшийся с войны мужик, удивленный скорбностью и безрадостностью пейзажа всей жизни, находил единственное утешение в магазине, в котором весьма часто не было ничего, но водка на родине была всегда.  [Галина Щербакова. Митина любовь (1996)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Эти данные вызвали небольшой переполох среди американских аналитиков, удивленных тем, что результаты компании превзошли их прогноз на 20% и нынешнее положение дел Chrysler оказывается очень привлекательным для инвесторов.  [Ведомости (1996) // «Коммерсантъ-Daily», 1996.01.26] [омонимия не снята]	inan	long	udivit	instrumental	other
  – Вы его за что-то не любите?  – спросила удивленная таким оборотом Настя.   – А за что мне его любить?  [Александра Маринина. Шестерки умирают первыми (1995)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Я думала о том, ― сказала она, ничуть не удивленная диковатым вопросом, ― что, явись сейчас Пашка, нам не о чем было бы говорить.  [Юрий Нагибин. Терпение (1990-1995)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Старик, удивленный своей удачей, покосился на Руала, пожал плечами, потом стянул кудрявый парик, отчего голова его в объятиях воротника стала похожа на темную горошину в центре столового блюда.  [Марина Дяченко, Сергей Дяченко. Привратник (1994)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Вы в отпуске еще не были?  ― спросил я, удивленный собственной тупостью.   ― Нет, не была.  [Ю. М. Нагибин. О Галиче ― что помнится (1994)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― Удивленный таким вопросом, я ответил: «Это время придет тогда, когда станет невозможным, чтобы мне или кому-нибудь из моих земляков этот вопрос задавали в Сибири».  [Ян Трынковский. Сибирь: этап и каторга // «Родина», 1994] [омонимия не снята]	inan	long	udivit	instrumental	nom
  И Ахмет, удивленный таким молчанием, поглядел, куда глядели все.  [Асар Эппель. Разрушить пирамиду (1994)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Сем, а Сем, давай понемногу для свежести ума, ― предложил вдруг Сергей Сергеевич, сам несказанно удивленный своей способностью составлять слова в фразы.  [Николай Дежнев. В концертном исполнении (1993)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Показав слегка удивленному моим видом казаку отсыревший пропуск, я взбежал по широкой лестнице на третий этаж ― белый пиджак, светло-голубая рубашка с открытым воротом, белые брюки, белые летние туфли; ни дать ни взять миллионщик на палубе собственной яхты.  [Вячеслав Рыбаков. Гравилет «Цесаревич» (1993)] [омонимия не снята]	inan	long	udivit	instrumental	other
 Удивленная странным ощущением, она отлепила слабо приклеившиеся к чему-то волосы и поворотилась.  [Асар Эппель. Чулки со стрелкой (1993)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 «Мыхомся все в море Мертвом, хотяще искусити и увидети естество и силу воды оной, идеже много познахом чудеса: яко вода крепко слана есть и горька, яко вода потопитися или нырнуть или погрузится человека не допущает», ― писал Василий Барский, удивленный необычными свойствами морской воды, напоминающей рассол.  [Архимандрит Августин (Никитин). Под парусом надежды // «Вокруг света», 1992] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Сам он в раздумье стоял посреди своего цветущего дворика, нисколько не удивленный таким бесцеремонным вторжением, он это даже любил, а скорей озабоченный таким вопросом.  [Анатолий Приставкин. Дядя Тумба магазин (1992)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Езжай домой, ― сурово ответил ему милиционер и пошел дальше.  Махаз остановился, удивленный равнодушием милиционера.  Он постоял немного и снова нагнал его.  [Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Помню, беспрерывный смех его жены-хохотушки и погромыхивание его хохота, когда я, тогдашний девятиклассник, прочитал ему собственную «Исповедь», которую я написал немедленно после чтения «Исповеди» Толстого, не только потрясенный ею и даже не столько потрясенный ею, сколько удивленный открывшейся мне уверенностью, что у меня не меньше оснований исповедоваться.  [Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Это веер ― спросил дядя Сандро, удивленный краткостью формулы состава знаменитого прохладительного напитка.  [Фазиль Искандер. Сандро из Чегема (Книга 3) (1989)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Лишь две девицы родом оттуда с удовольствием поехали домой да ты ― из-за упрямства и чрезмерной гордости (так мы с матерью, не слишком даже удивленные твоей выходкой, расценили это).  [Руслан Киреев. Четвертая осень (1989)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Нет, ― машинально ответил Торопец, удивленный неожиданным вопросом.  [Владимир Михановский. Случайные помехи (Главы из повести) // «Техника - молодежи», 1989] [омонимия не снята]	inan	long	udivit	instrumental	nom
  Несколько удивленный такой логикой, один из судей сказал:  [А. Д. Сахаров. Воспоминания (1983-1989)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Отнюдь, ― несколько удивленный началом разговора и потому помедлив, сказал Гавриил.  [Борис Васильев. Были и небыли. Книга 1 (1988)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Она едва не бежит, смеясь, и вдруг останавливается, удивленная прохладными, мягкими прикосновениями к разгоряченному ходьбой и бессонницей лицу.  [Андрей Дмитриев. Шаги (1987)] [омонимия не снята]	inan	long	udivit	instrumental	nom
  ― Ничего особенного, ― сказал Муравьев, удивленный такой встречей.  [В. Ф. Кормер. Наследство (1987)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленная всем увиденным и слышанным, вышла из ворот, а на соседнем доме прочла: «Фребелевские курсы».  [Фаина Гримберг. Тётя Катя // «Наука и религия», 1984] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Хотя и коснулся он города, но здесь, перед его стенами, замер, удивленный былой славой и величием Дубровника.  [Сергей Каменев. Город белых парусов // «Вокруг света», 1984] [омонимия не снята]	inan	long	udivit	instrumental	nom
 И уже далеко за воротами я приостановился, удивленный тем, что не слышу никаких возгласов сзади.  [Анатолий Ким. Белка (1984)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Удивленный столь странными действиями свиньи, Митя ближе подошел к машине и, нагнувшись, заглянул в салон сквозь боковое стекло.  [Анатолий Ким. Белка (1984)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Однако капитан уголовного розыска казался по-прежнему раздавленным сложностью мира, удивленным необычными стечениями обстоятельств и был совершенно непрофессионален ― ничего милицейского, специфического не было в этом небольшом худощавом человеке.  [Виль Липатов. И это все о нем (1984)] [омонимия не снята]	inan	long	udivit	instrumental	other
 Послезавтра (это она подчеркнула, словно удивленная его неосведомленностью).  [Ю. М. Нагибин. Дневник  (1984)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Потом через секунду, безмерно удивленный краткостью жизни, он вскинет руки, вскрикнет.  [Ю. И. Визбор. Завтрак с видом на Эльбрус (1983)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 Но он тоже вскрикнул и остановился, словно удивленный ее лицом.  [Нина Садур. Девочка ночью (1981)] [омонимия не снята]	inan	long	udivit	instrumental	nom
 ― спросил Бурденко извозчика, удивленный тем, что лошадей здесь на улицах как будто даже больше, чем прохожих.  [Павел Нилин. Интересная жизнь (1969-1980)] [омонимия не снята]	inan	long	udivit	instrumental	nom
